"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q39","Q86","Q46","Q129_1","Q129_2","Q129_3","Q129_4","NP_H_1","NP_C_2","Q40","Q41","Q71","Q47","Q48","Q243_1","Q243_2","Q243_3","Q243_4","Q244","Q245","Q246","Q247","Q249","Q56","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","Q38","Q42","Q44","Q46.0","Q48.0","Q50","Q41.0","Q2","Q3","Q4","Q79","Q6","Q50.0","DO_BR_FL_6yTYxOmURd7ewO9","DO_BL_simulation","DO_BL_priming","DO_BL_Choices","LocationLatitude","LocationLongitude","LocationAccuracy","hot_cold","condition","A4rev","A6rev","A10rev","choices"
"R_2R47LGodABXyGvl","Default Response Set","Anonymous","","","24.146.184.159","0",2017-08-24 13:44:32,2017-08-24 13:47:01,1,"826598",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,27.606,27.606,30.543,1,NA,NA,NA,1,"It has a lot of quality and is very pretty.",1,4,2,8,1,8,4,9,1,2,1,1,6,3,4,8,1,6,1,2,22,82,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|5|8|3|6|1|10|7|2|4|9","41.141204833984","-73.263702392578","-1",1,2,9,6,9,6.6
"R_2ARrAd2qdTNV3qh","Default Response Set","Anonymous","","","100.7.75.66","0",2017-08-24 13:44:50,2017-08-24 13:48:50,1,"938499",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.574,0,1,NA,NA,NA,"It is low quality as far as the resolution and clarity of the image itself. As far as the subject I suppose it looks professionally done but the colors are over-saturated making the orange-ish tone glaring.",1,4,3,1,4,1,9,7,6,2,1,1,7,4,4,3,7,2,1,1,50,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|10|9|7|5|3|4|8|1|6|2","37.505996704102","-77.649200439453","-1",2,2,6,1,9,4.6
"R_d6WoBjSMhLs91Pr","Default Response Set","Anonymous","","","73.246.98.161","0",2017-08-24 14:19:16,2017-08-24 14:27:46,1,"785918",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.431,0,NA,NA,1,NA,"I really liked it. I was starting to feel the heat in the picture that was actually going on.",1,1,1,9,1,9,5,7,9,9,1,1,5,1,1,4,5,8,1,1,37,60,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|2|4|7|6|1|8|5|10|3|9","41.946304321289","-87.812698364258","-1",2,2,9,5,9,8.2
"R_pDzm09pWT1OFURz","Default Response Set","Anonymous","","","129.255.226.215","0",2017-08-24 14:31:30,2017-08-24 14:33:34,1,"950511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.76,20.104,30.462,3,NA,NA,NA,1,"I think the photo is of high quality. I am impressed by the location of the photo. I find the blue colors very calming in the photo.",1,8,3,4,5,9,8,7,8,2,3,1,5,6,3,3,7,7,1,1,21,75,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|7|9|1|6|4|3|5|2|8|10","41.664001464844","-91.544700622559","-1",1,2,5,2,7,5.2
"R_8B8FtSa1oNU2b9D","Default Response Set","Anonymous","","","104.172.4.156","0",2017-08-24 12:14:29,2017-08-24 12:19:14,0,"970103",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q244|Q249","","","","-1",NA,2,NA,NA,NA,NA
"R_3IVGszs5ppFN3mX","Default Response Set","Anonymous","","","74.130.98.253","0",2017-08-24 12:31:27,2017-08-24 12:32:17,0,"905836",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,4.97,23.185,30.511,2,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q244|Q249","","","","-1",2,2,NA,NA,NA,NA
"R_1rPVYmRMcgp1E1e","Default Response Set","Anonymous","","","68.119.71.212","0",2017-08-24 12:53:42,2017-08-24 12:59:15,0,"889060",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.651,0,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q245|Q249","","","","-1",1,2,NA,NA,NA,NA
"R_dmTzRGOMUcFOZR7","Default Response Set","Anonymous","","","162.230.197.8","0",2017-08-24 13:03:39,2017-08-24 13:05:39,0,"829124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.901,12.102,31.331,2,1,NA,NA,NA,"It was alright.",1,6,6,5,5,4,4,5,4,6,6,1,6,4,5,5,7,6,1,1,29,78,1,NA,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|10|6|4|1|8|2|7|5|9|3","","","-1",2,2,5,6,4,4.8
"R_3LYk5fofapEAxXk","Default Response Set","Anonymous","","","24.190.100.94","0",2017-08-24 12:34:08,2017-08-24 12:38:56,0,"971217",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,2.536,2.536,30.598,1,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q246|Q249","","","","-1",2,2,NA,NA,NA,NA
"R_D15RTghjuYY0qzL","Default Response Set","Anonymous","","","98.163.101.38","0",2017-08-24 12:51:42,2017-08-24 13:09:04,0,"943135",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.001,15.154,30.435,3,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q247|Q249","","","","-1",1,2,NA,NA,NA,NA
"R_24Hl2FikuBTJcOU","Default Response Set","Anonymous","","","74.5.179.74","0",2017-08-24 12:13:27,2017-08-24 12:14:13,0,"878776",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,4.036,16.128,32.326,5,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q244|Q249","","","","-1",2,2,NA,NA,NA,NA
"R_1oneLGpHH0rFPbJ","Default Response Set","Anonymous","","","69.94.170.4","0",2017-08-24 12:15:27,2017-08-24 12:15:50,0,"820146",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q246|Q249","","","","-1",NA,2,NA,NA,NA,NA
"R_31bjCZMb60nkZ8I","Default Response Set","Anonymous","","","73.81.151.252","0",2017-08-24 12:13:41,2017-08-24 12:14:52,0,"910394",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,12.218,16.954,30.457,2,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q247|Q249","","","","-1",1,2,NA,NA,NA,NA
"R_3JIyLHDamJGMWjZ","Default Response Set","Anonymous","","","68.42.168.90","0",2017-08-24 12:24:26,2017-08-24 12:25:07,0,"847620",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.618,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q244|Q249","","","","-1",2,2,NA,NA,NA,NA
"R_2s1jfZuUdGiwXUa","Default Response Set","Anonymous","","","184.183.173.159","0",2017-08-24 12:20:11,2017-08-24 12:21:14,0,"976764",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.342,1.342,30.46,1,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q246|Q249","","","","-1",2,2,NA,NA,NA,NA
"R_1IEKajUs9N9g96o","Default Response Set","Anonymous","","","50.88.242.227","0",2017-08-24 12:14:08,2017-08-24 12:16:09,0,"953063",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.419,0,NA,1,NA,NA,"It was a nice picture but I don't think quality was extremely high.",1,NA,NA,NA,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|7|5|3|6|10|1|2|9|8|4","","","-1",1,2,NA,NA,NA,NA
"R_2yjEuhJTgdm19rj","Default Response Set","Anonymous","","","173.17.164.176","0",2017-08-24 12:31:39,2017-08-24 12:32:10,0,"975654",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q247|Q249","","","","-1",NA,2,NA,NA,NA,NA
"R_sC1uwT4Fc2uasW5","Default Response Set","Anonymous","","","73.231.182.170","0",2017-08-24 12:15:28,2017-08-24 12:20:23,0,"778962",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.496,0,NA,NA,1,NA,"Awestuck. The photo is great and has captured an aerial view of volcano. I would like to be there to take the photo if I have a good camera.",1,5,1,2,3,8,2,9,7,9,5,1,3,2,3,6,4,6,1,2,54,68,2,NA,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|5|3|2|9|4|6|8|1|7|10","","","-1",2,2,7,8,5,5.8
"R_1Qc2MlnyFwNrTzH","Default Response Set","Anonymous","","","68.64.121.138","0",2017-08-24 13:16:12,2017-08-24 13:17:36,0,"840010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,6.792,27.528,30.425,3,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q244|Q249","","","","-1",2,2,NA,NA,NA,NA
"R_2YCVnUP6xclVRYi","Default Response Set","Anonymous","","","76.99.234.226","0",2017-08-24 12:28:05,2017-08-24 12:28:21,0,"843127",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"priming","","Q47|Q48|Q243|Q244|Q249","","","","-1",NA,2,NA,NA,NA,NA
"R_CdJjfn6kUljKiRj","Default Response Set","Anonymous","","","97.93.247.115","0",2017-08-24 13:22:27,2017-08-24 13:50:20,0,"931703",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.495,0,NA,NA,1,NA,"It is beautiful!  Very scary looking, but beautiful.",1,1,9,1,9,1,9,9,1,9,9,1,1,7,1,1,9,5,1,2,38,72,1,NA,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|6|3|4|2|9|10|5|7|1|8","","","-1",2,2,1,1,1,1
